EF ID,IPCC 1996 Source/Sink Category,IPCC 2006 Source/Sink Category,Gas,Type of parameter,Description,Technologies / Practices,Parameters / Conditions,Region / Regional Conditions,Abatement / Control Technologies,Other properties,Value,Unit,Equation,IPCC Worksheet,Technical Reference,Source of data,Data provider
124738 ,1B2a6 - Other (please specify),1.B.2.a.ii - Flaring,METHANE,2006 IPCC default ,Methane emission factor for fugitive emissions from oil and gas operations - Well testing (flaring and venting) ,Well Testing ,Flaring and venting ,Developing country and country with economy in transition ,,,0.000051-0.00085 ,Gg per well drilled ,Equation 4.2.1 in Volume 2 of the 2006 IPCC Guidelines for National Greenhouse Gas Inventories ,Worksheet 1B.2 (sheet 1 of 2) ,"The factors presented in this table have been determined by setting the lower limit of the range for each category equal to at least the values published in Table 4.2.4 for North America. Otherwise, all presented values have been adapted from applicable data provided in the 1996 IPCC Guidelines and from limited measurement data available from more recent unpublished studies of natural gas systems in China, Romania and Uzbekistan. ","2006 IPCC Guidelines for National Greenhouse Gas Inventories, Volume 2, Chapter 4, Table 4.2.5 ",IPCC TFI TSU 
,1B2b3 - Other leakage,1.B.2.b.ii - Flaring,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
124739 ,1B2a6 - Other (please specify),1.B.2.a.ii - Flaring,CARBON DIOXIDE,2006 IPCC default ,Carbon dioxide emission factor for fugitive emissions from oil and gas operations - Well testing (flaring and venting) ,Well Testing ,Flaring and venting ,Developing country and country with economy in transition ,,,0.009-0.15 ,Gg per well drilled ,Equation 4.2.1 in Volume 2 of the 2006 IPCC Guidelines for National Greenhouse Gas Inventories ,Worksheet 1B.2 (sheet 1 of 2) ,"The factors presented in this table have been determined by setting the lower limit of the range for each category equal to at least the values published in Table 4.2.4 for North America. Otherwise, all presented values have been adapted from applicable data provided in the 1996 IPCC Guidelines and from limited measurement data available from more recent unpublished studies of natural gas systems in China, Romania and Uzbekistan. ","2006 IPCC Guidelines for National Greenhouse Gas Inventories, Volume 2, Chapter 4, Table 4.2.5 ",IPCC TFI TSU 
,1B2b3 - Other leakage,1.B.2.b.ii - Flaring,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
124740 ,1B2a6 - Other (please specify),1.B.2.a.ii - Flaring,NON METHANE VOLATILE ORGANIC COMPOUNDS,2006 IPCC default ,NMVOC emission factor for fugitive emissions from oil and gas operations - Well testing (flaring and venting) ,Well Testing ,Flaring and venting ,Developing country and country with economy in transition ,,,0.000012-0.0002 ,Gg per well drilled ,Equation 4.2.1 in Volume 2 of the 2006 IPCC Guidelines for National Greenhouse Gas Inventories ,Worksheet 1B.2 (sheet 1 of 2) ,"The factors presented in this table have been determined by setting the lower limit of the range for each category equal to at least the values published in Table 4.2.4 for North America. Otherwise, all presented values have been adapted from applicable data provided in the 1996 IPCC Guidelines and from limited measurement data available from more recent unpublished studies of natural gas systems in China, Romania and Uzbekistan. ","2006 IPCC Guidelines for National Greenhouse Gas Inventories, Volume 2, Chapter 4, Table 4.2.5 ",IPCC TFI TSU 
,1B2b3 - Other leakage,1.B.2.b.ii - Flaring,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
124741 ,1B2a6 - Other (please specify),1.B.2.a.ii - Flaring,NITROUS OXIDE,2006 IPCC default ,Nitrous oxide emission factor for fugitive emissions from oil and gas operations - Well testing (flaring and venting) ,Well Testing ,Flaring and venting ,Developing country and country with economy in transition ,,,0.000000068-0.0000011 ,Gg per well drilled ,Equation 4.2.1 in Volume 2 of the 2006 IPCC Guidelines for National Greenhouse Gas Inventories ,Worksheet 1B.2 (sheet 1 of 2) ,"The factors presented in this table have been determined by setting the lower limit of the range for each category equal to at least the values published in Table 4.2.4 for North America. Otherwise, all presented values have been adapted from applicable data provided in the 1996 IPCC Guidelines and from limited measurement data available from more recent unpublished studies of natural gas systems in China, Romania and Uzbekistan. ","2006 IPCC Guidelines for National Greenhouse Gas Inventories, Volume 2, Chapter 4, Table 4.2.5 ",IPCC TFI TSU 
,1B2b3 - Other leakage,1.B.2.b.ii - Flaring,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
124742 ,1B2a6 - Other (please specify),1.B.2.a.ii - Flaring,METHANE,2006 IPCC default ,Methane emission factor for fugitive emissions from oil and gas operations - Well servicing (flaring and venting) ,Well Servicing ,Flaring and venting ,Developing country and country with economy in transition ,,,0.00011-0.0018 ,Gg/yr per producing or capable well ,Equation 4.2.1 in Volume 2 of the 2006 IPCC Guidelines for National Greenhouse Gas Inventories ,Worksheet 1B.2 (sheet 1 of 2) ,"The factors presented in this table have been determined by setting the lower limit of the range for each category equal to at least the values published in Table 4.2.4 for North America. Otherwise, all presented values have been adapted from applicable data provided in the 1996 IPCC Guidelines and from limited measurement data available from more recent unpublished studies of natural gas systems in China, Romania and Uzbekistan. ","2006 IPCC Guidelines for National Greenhouse Gas Inventories, Volume 2, Chapter 4, Table 4.2.5 ",IPCC TFI TSU 
,1B2b3 - Other leakage,1.B.2.b.ii - Flaring,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
124743 ,1B2a6 - Other (please specify),1.B.2.a.ii - Flaring,CARBON DIOXIDE,2006 IPCC default ,Carbon dioxide emission factor for fugitive emissions from oil and gas operations - Well servicing (flaring and venting) ,Well Servicing ,Flaring and venting ,Developing country and country with economy in transition ,,,0.0000019-0.00032 ,Gg/yr per producing or capable well ,Equation 4.2.1 in Volume 2 of the 2006 IPCC Guidelines for National Greenhouse Gas Inventories ,Worksheet 1B.2 (sheet 1 of 2) ,"The factors presented in this table have been determined by setting the lower limit of the range for each category equal to at least the values published in Table 4.2.4 for North America. Otherwise, all presented values have been adapted from applicable data provided in the 1996 IPCC Guidelines and from limited measurement data available from more recent unpublished studies of natural gas systems in China, Romania and Uzbekistan. ","2006 IPCC Guidelines for National Greenhouse Gas Inventories, Volume 2, Chapter 4, Table 4.2.5 ",IPCC TFI TSU 
,1B2b3 - Other leakage,1.B.2.b.ii - Flaring,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
124744 ,1B2a6 - Other (please specify),1.B.2.a.ii - Flaring,NON METHANE VOLATILE ORGANIC COMPOUNDS,2006 IPCC default ,NMVOC emission factor for fugitive emissions from oil and gas operations - Well servicing (flaring and venting) ,Well Servicing ,Flaring and venting ,Developing country and country with economy in transition ,,,0.000017-0.00028 ,Gg/yr per producing or capable well ,Equation 4.2.1 in Volume 2 of the 2006 IPCC Guidelines for National Greenhouse Gas Inventories ,Worksheet 1B.2 (sheet 1 of 2) ,"The factors presented in this table have been determined by setting the lower limit of the range for each category equal to at least the values published in Table 4.2.4 for North America. Otherwise, all presented values have been adapted from applicable data provided in the 1996 IPCC Guidelines and from limited measurement data available from more recent unpublished studies of natural gas systems in China, Romania and Uzbekistan. ","2006 IPCC Guidelines for National Greenhouse Gas Inventories, Volume 2, Chapter 4, Table 4.2.5 ",IPCC TFI TSU 
,1B2b3 - Other leakage,1.B.2.b.ii - Flaring,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
124794 ,1B2a3 - Transport,1.B.2.a.iii.3 - Transport,METHANE,2006 IPCC default ,Methane emission factor for fugitive emissions from gas operations - Natural gas liquids transport (condensate) ,"Natural Gas Liquids Transport, Condensate ",,Developing country and country with economy in transition ,,,0.00011 ,Gg per 10^3 m^3 Condensate and Pentanes Plus ,Equation 4.2.1 in Volume 2 of the 2006 IPCC Guidelines for National Greenhouse Gas Inventories ,Worksheet 1B.2 (sheet 2 of 2) ,"The factors presented in this table have been determined by setting the lower limit of the range for each category equal to at least the values published in Table 4.2.4 for North America. Otherwise, all presented values have been adapted from applicable data provided in the 1996 IPCC Guidelines and from limited measurement data available from more recent unpublished studies of natural gas systems in China, Romania and Uzbekistan. ","2006 IPCC Guidelines for National Greenhouse Gas Inventories, Volume 2, Chapter 4, Table 4.2.5 ",IPCC TFI TSU 
,,,,,,,,,,,,,,,,,
124795 ,1B2a3 - Transport,1.B.2.a.iii.3 - Transport,CARBON DIOXIDE,2006 IPCC default ,Carbon dioxide emission factor for fugitive emissions from gas operations - Natural gas liquids transport (condensate) ,"Natural Gas Liquids Transport, Condensate ",,Developing country and country with economy in transition ,,,0.0000072 ,Gg per 10^3 m^3 Condensate and Pentanes Plus ,Equation 4.2.1 in Volume 2 of the 2006 IPCC Guidelines for National Greenhouse Gas Inventories ,Worksheet 1B.2 (sheet 2 of 2) ,"The factors presented in this table have been determined by setting the lower limit of the range for each category equal to at least the values published in Table 4.2.4 for North America. Otherwise, all presented values have been adapted from applicable data provided in the 1996 IPCC Guidelines and from limited measurement data available from more recent unpublished studies of natural gas systems in China, Romania and Uzbekistan. ","2006 IPCC Guidelines for National Greenhouse Gas Inventories, Volume 2, Chapter 4, Table 4.2.5 ",IPCC TFI TSU 
,,,,,,,,,,,,,,,,,
124796 ,1B2a3 - Transport,1.B.2.a.iii.3 - Transport,NON METHANE VOLATILE ORGANIC COMPOUNDS,2006 IPCC default ,NMVOC emission factor for fugitive emissions from gas operations - Natural gas liquids transport (condensate) ,"Natural Gas Liquids Transport, Condensate ",,Developing country and country with economy in transition ,,,0.0011 ,Gg per 10^3 m^3 Condensate and Pentanes Plus ,Equation 4.2.1 in Volume 2 of the 2006 IPCC Guidelines for National Greenhouse Gas Inventories ,Worksheet 1B.2 (sheet 2 of 2) ,"The factors presented in this table have been determined by setting the lower limit of the range for each category equal to at least the values published in Table 4.2.4 for North America. Otherwise, all presented values have been adapted from applicable data provided in the 1996 IPCC Guidelines and from limited measurement data available from more recent unpublished studies of natural gas systems in China, Romania and Uzbekistan. ","2006 IPCC Guidelines for National Greenhouse Gas Inventories, Volume 2, Chapter 4, Table 4.2.5 ",IPCC TFI TSU 
,,,,,,,,,,,,,,,,,
124797 ,1B2a3 - Transport,1.B.2.a.iii.3 - Transport,CARBON DIOXIDE,2006 IPCC default ,Carbon dioxide emission factor for fugitive emissions from gas operations - Natural gas liquids transport (LPG) ,"Natural Gas Liquids Transport, Liquefied Petroleum Gas ",,Developing country and country with economy in transition ,,,0.00043 ,Gg per 10^3 m^3 LPG ,Equation 4.2.1 in Volume 2 of the 2006 IPCC Guidelines for National Greenhouse Gas Inventories ,Worksheet 1B.2 (sheet 2 of 2) ,"The factors presented in this table have been determined by setting the lower limit of the range for each category equal to at least the values published in Table 4.2.4 for North America. Otherwise, all presented values have been adapted from applicable data provided in the 1996 IPCC Guidelines and from limited measurement data available from more recent unpublished studies of natural gas systems in China, Romania and Uzbekistan. ","2006 IPCC Guidelines for National Greenhouse Gas Inventories, Volume 2, Chapter 4, Table 4.2.5 ",IPCC TFI TSU 
,,,,,,,,,,,,,,,,,
124798 ,1B2a3 - Transport,1.B.2.a.iii.3 - Transport,NITROUS OXIDE,2006 IPCC default ,Nitrous oxide emission factor for fugitive emissions from gas operations - Natural gas liquids transport (LPG) ,"Natural Gas Liquids Transport, Liquefied Petroleum Gas ",,Developing country and country with economy in transition ,,,0.0000000022 ,Gg per 10^3 m^3 LPG ,Equation 4.2.1 in Volume 2 of the 2006 IPCC Guidelines for National Greenhouse Gas Inventories ,Worksheet 1B.2 (sheet 2 of 2) ,"The factors presented in this table have been determined by setting the lower limit of the range for each category equal to at least the values published in Table 4.2.4 for North America. Otherwise, all presented values have been adapted from applicable data provided in the 1996 IPCC Guidelines and from limited measurement data available from more recent unpublished studies of natural gas systems in China, Romania and Uzbekistan. ","2006 IPCC Guidelines for National Greenhouse Gas Inventories, Volume 2, Chapter 4, Table 4.2.5 ",IPCC TFI TSU 
,,,,,,,,,,,,,,,,,
124799 ,1B2a2 - Production,1.B.2.a.iii.2 - Production and Upgrading,METHANE,2006 IPCC default ,"Methane emission factor for fugitive emissions from oil operations - Oil production (conventional oil, fugitives onshore) ","Oil Production, Conventional Oil ",Fugitives (Onshore) ,Developing country and country with economy in transition ,,,0.0000015-0.06 ,Gg per 10^3 m^3 conventional oil production ,Equation 4.2.1 in Volume 2 of the 2006 IPCC Guidelines for National Greenhouse Gas Inventories ,Worksheet 1B.2 (sheet 1 of 2) ,"The factors presented in this table have been determined by setting the lower limit of the range for each category equal to at least the values published in Table 4.2.4 for North America. Otherwise, all presented values have been adapted from applicable data provided in the 1996 IPCC Guidelines and from limited measurement data available from more recent unpublished studies of natural gas systems in China, Romania and Uzbekistan. ","2006 IPCC Guidelines for National Greenhouse Gas Inventories, Volume 2, Chapter 4, Table 4.2.5 ",IPCC TFI TSU 
,,,,,,,,,,,,,,,,,
124800 ,1B2a2 - Production,1.B.2.a.iii.2 - Production and Upgrading,CARBON DIOXIDE,2006 IPCC default ,"Carbon dioxide emission factor for fugitive emissions from oil operations - Oil production (conventional oil, fugitives onshore) ","Oil Production, Conventional Oil ",Fugitives (Onshore) ,Developing country and country with economy in transition ,,,0.00000011-0.0043 ,Gg per 10^3 m^3 conventional oil production ,Equation 4.2.1 in Volume 2 of the 2006 IPCC Guidelines for National Greenhouse Gas Inventories ,Worksheet 1B.2 (sheet 1 of 2) ,"The factors presented in this table have been determined by setting the lower limit of the range for each category equal to at least the values published in Table 4.2.4 for North America. Otherwise, all presented values have been adapted from applicable data provided in the 1996 IPCC Guidelines and from limited measurement data available from more recent unpublished studies of natural gas systems in China, Romania and Uzbekistan. ","2006 IPCC Guidelines for National Greenhouse Gas Inventories, Volume 2, Chapter 4, Table 4.2.5 ",IPCC TFI TSU 
,,,,,,,,,,,,,,,,,
124801 ,1B2a2 - Production,1.B.2.a.iii.2 - Production and Upgrading,NON METHANE VOLATILE ORGANIC COMPOUNDS,2006 IPCC default ,"NMVOC emission factor for fugitive emissions from oil operations - Oil production (conventional oil, fugitives onshore) ","Oil Production, Conventional Oil ",Fugitives (Onshore) ,Developing country and country with economy in transition ,,,0.0000018-0.075 ,Gg per 10^3 m^3 conventional oil production ,Equation 4.2.1 in Volume 2 of the 2006 IPCC Guidelines for National Greenhouse Gas Inventories ,Worksheet 1B.2 (sheet 1 of 2) ,"The factors presented in this table have been determined by setting the lower limit of the range for each category equal to at least the values published in Table 4.2.4 for North America. Otherwise, all presented values have been adapted from applicable data provided in the 1996 IPCC Guidelines and from limited measurement data available from more recent unpublished studies of natural gas systems in China, Romania and Uzbekistan. ","2006 IPCC Guidelines for National Greenhouse Gas Inventories, Volume 2, Chapter 4, Table 4.2.5 ",IPCC TFI TSU 
,,,,,,,,,,,,,,,,,
124802 ,1B2a2 - Production,1.B.2.a.iii.2 - Production and Upgrading,METHANE,2006 IPCC default ,"Methane emission factor for fugitive emissions from oil operations - Oil production (conventional oil, fugitives offshore) ","Oil Production, Conventional Oil ",Fugitives (Offshore) ,Developing country and country with economy in transition ,,,0.00000059 ,Gg per 10^3 m^3 conventional oil production ,Equation 4.2.1 in Volume 2 of the 2006 IPCC Guidelines for National Greenhouse Gas Inventories ,Worksheet 1B.2 (sheet 1 of 2) ,"The factors presented in this table have been determined by setting the lower limit of the range for each category equal to at least the values published in Table 4.2.4 for North America. Otherwise, all presented values have been adapted from applicable data provided in the 1996 IPCC Guidelines and from limited measurement data available from more recent unpublished studies of natural gas systems in China, Romania and Uzbekistan. ","2006 IPCC Guidelines for National Greenhouse Gas Inventories, Volume 2, Chapter 4, Table 4.2.5 ",IPCC TFI TSU 
,,,,,,,,,,,,,,,,,
124803 ,1B2a2 - Production,1.B.2.a.iii.2 - Production and Upgrading,CARBON DIOXIDE,2006 IPCC default ,"Carbon dioxide emission factor for fugitive emissions from oil operations - Oil production (conventional oil, fugitives offshore) ","Oil Production, Conventional Oil ",Fugitives (Offshore) ,Developing country and country with economy in transition ,,,0.000000043 ,Gg per 10^3 m^3 conventional oil production ,Equation 4.2.1 in Volume 2 of the 2006 IPCC Guidelines for National Greenhouse Gas Inventories ,Worksheet 1B.2 (sheet 1 of 2) ,"The factors presented in this table have been determined by setting the lower limit of the range for each category equal to at least the values published in Table 4.2.4 for North America. Otherwise, all presented values have been adapted from applicable data provided in the 1996 IPCC Guidelines and from limited measurement data available from more recent unpublished studies of natural gas systems in China, Romania and Uzbekistan. ","2006 IPCC Guidelines for National Greenhouse Gas Inventories, Volume 2, Chapter 4, Table 4.2.5 ",IPCC TFI TSU 
,,,,,,,,,,,,,,,,,
124804 ,1B2a2 - Production,1.B.2.a.iii.2 - Production and Upgrading,NON METHANE VOLATILE ORGANIC COMPOUNDS,2006 IPCC default ,"NMVOC emission factor for fugitive emissions from oil operations - Oil production (conventional oil, fugitives offshore) ","Oil Production, Conventional Oil ",Fugitives (Offshore) ,Developing country and country with economy in transition ,,,0.00000074 ,Gg per 10^3 m^3 conventional oil production ,Equation 4.2.1 in Volume 2 of the 2006 IPCC Guidelines for National Greenhouse Gas Inventories ,Worksheet 1B.2 (sheet 1 of 2) ,"The factors presented in this table have been determined by setting the lower limit of the range for each category equal to at least the values published in Table 4.2.4 for North America. Otherwise, all presented values have been adapted from applicable data provided in the 1996 IPCC Guidelines and from limited measurement data available from more recent unpublished studies of natural gas systems in China, Romania and Uzbekistan. ","2006 IPCC Guidelines for National Greenhouse Gas Inventories, Volume 2, Chapter 4, Table 4.2.5 ",IPCC TFI TSU 
,,,,,,,,,,,,,,,,,
124808 ,1B2a6 - Other (please specify),1.B.2.a.ii - Flaring,METHANE,2006 IPCC default ,"Methane emission factor for fugitive emissions from oil operations - Oil production (conventional oil, flaring) ","Oil Production, Conventional Oil ",Flaring ,Developing country and country with economy in transition ,,,0.000025-0.000034 ,Gg per 10^3 m^3 conventional oil production ,Equation 4.2.1 in Volume 2 of the 2006 IPCC Guidelines for National Greenhouse Gas Inventories ,Worksheet 1B.2 (sheet 1 of 2) ,"The factors presented in this table have been determined by setting the lower limit of the range for each category equal to at least the values published in Table 4.2.4 for North America. Otherwise, all presented values have been adapted from applicable data provided in the 1996 IPCC Guidelines and from limited measurement data available from more recent unpublished studies of natural gas systems in China, Romania and Uzbekistan. ","2006 IPCC Guidelines for National Greenhouse Gas Inventories, Volume 2, Chapter 4, Table 4.2.5 ",IPCC TFI TSU 
,,,,,,,,,,,,,,,,,
124809 ,1B2a6 - Other (please specify),1.B.2.a.ii - Flaring,CARBON DIOXIDE,2006 IPCC default ,"Carbon dioxide emission factor for fugitive emissions from oil operations - Oil production (conventional oil, flaring) ","Oil Production, Conventional Oil ",Flaring ,Developing country and country with economy in transition ,,,0.041-0.056 ,Gg per 10^3 m^3 conventional oil production ,Equation 4.2.1 in Volume 2 of the 2006 IPCC Guidelines for National Greenhouse Gas Inventories ,Worksheet 1B.2 (sheet 1 of 2) ,"The factors presented in this table have been determined by setting the lower limit of the range for each category equal to at least the values published in Table 4.2.4 for North America. Otherwise, all presented values have been adapted from applicable data provided in the 1996 IPCC Guidelines and from limited measurement data available from more recent unpublished studies of natural gas systems in China, Romania and Uzbekistan. ","2006 IPCC Guidelines for National Greenhouse Gas Inventories, Volume 2, Chapter 4, Table 4.2.5 ",IPCC TFI TSU 
,,,,,,,,,,,,,,,,,
124810 ,1B2a6 - Other (please specify),1.B.2.a.ii - Flaring,NON METHANE VOLATILE ORGANIC COMPOUNDS,2006 IPCC default ,"NMVOC emission factor for fugitive emissions from oil operations - Oil production (conventional oil, flaring) ","Oil Production, Conventional Oil ",Flaring ,Developing country and country with economy in transition ,,,0.000021-0.000029 ,Gg per 10^3 m^3 conventional oil production ,Equation 4.2.1 in Volume 2 of the 2006 IPCC Guidelines for National Greenhouse Gas Inventories ,Worksheet 1B.2 (sheet 1 of 2) ,"The factors presented in this table have been determined by setting the lower limit of the range for each category equal to at least the values published in Table 4.2.4 for North America. Otherwise, all presented values have been adapted from applicable data provided in the 1996 IPCC Guidelines and from limited measurement data available from more recent unpublished studies of natural gas systems in China, Romania and Uzbekistan. ","2006 IPCC Guidelines for National Greenhouse Gas Inventories, Volume 2, Chapter 4, Table 4.2.5 ",IPCC TFI TSU 
,,,,,,,,,,,,,,,,,
124811 ,1B2a6 - Other (please specify),1.B.2.a.ii - Flaring,NITROUS OXIDE,2006 IPCC default ,"Nitrous oxide emission factor for fugitive emissions from oil operations - Oil production (conventional oil, flaring) ","Oil Production, Conventional Oil ",Flaring ,Developing country and country with economy in transition ,,,0.00000064-0.00000088 ,Gg per 10^3 m^3 conventional oil production ,Equation 4.2.1 in Volume 2 of the 2006 IPCC Guidelines for National Greenhouse Gas Inventories ,Worksheet 1B.2 (sheet 1 of 2) ,"The factors presented in this table have been determined by setting the lower limit of the range for each category equal to at least the values published in Table 4.2.4 for North America. Otherwise, all presented values have been adapted from applicable data provided in the 1996 IPCC Guidelines and from limited measurement data available from more recent unpublished studies of natural gas systems in China, Romania and Uzbekistan. ","2006 IPCC Guidelines for National Greenhouse Gas Inventories, Volume 2, Chapter 4, Table 4.2.5 ",IPCC TFI TSU 
,,,,,,,,,,,,,,,,,
124812 ,1B2a2 - Production,1.B.2.a.iii.2 - Production and Upgrading,METHANE,2006 IPCC default ,"Methane emission factor for fugitive emissions from oil operations - Oil production (heavy oil/cold bitumen, fugitives) ","Oil Production, Heavy Oil/Cold Bitumen ",Fugitives ,Developing country and country with economy in transition ,,,0.0079-0.13 ,Gg per 10^3 m^3 heavy oil production ,Equation 4.2.1 in Volume 2 of the 2006 IPCC Guidelines for National Greenhouse Gas Inventories ,Worksheet 1B.2 (sheet 1 of 2) ,"The factors presented in this table have been determined by setting the lower limit of the range for each category equal to at least the values published in Table 4.2.4 for North America. Otherwise, all presented values have been adapted from applicable data provided in the 1996 IPCC Guidelines and from limited measurement data available from more recent unpublished studies of natural gas systems in China, Romania and Uzbekistan. ","2006 IPCC Guidelines for National Greenhouse Gas Inventories, Volume 2, Chapter 4, Table 4.2.5 ",IPCC TFI TSU 
,,,,,,,,,,,,,,,,,
124813 ,1B2a2 - Production,1.B.2.a.iii.2 - Production and Upgrading,CARBON DIOXIDE,2006 IPCC default ,"Carbon dioxide emission factor for fugitive emissions from oil operations - Oil production (heavy oil/cold bitumen, fugitives) ","Oil Production, Heavy Oil/Cold Bitumen ",Fugitives ,Developing country and country with economy in transition ,,,0.00054-0.009 ,Gg per 10^3 m^3 heavy oil production ,Equation 4.2.1 in Volume 2 of the 2006 IPCC Guidelines for National Greenhouse Gas Inventories ,Worksheet 1B.2 (sheet 1 of 2) ,"The factors presented in this table have been determined by setting the lower limit of the range for each category equal to at least the values published in Table 4.2.4 for North America. Otherwise, all presented values have been adapted from applicable data provided in the 1996 IPCC Guidelines and from limited measurement data available from more recent unpublished studies of natural gas systems in China, Romania and Uzbekistan. ","2006 IPCC Guidelines for National Greenhouse Gas Inventories, Volume 2, Chapter 4, Table 4.2.5 ",IPCC TFI TSU 
,,,,,,,,,,,,,,,,,
124814 ,1B2a2 - Production,1.B.2.a.iii.2 - Production and Upgrading,NON METHANE VOLATILE ORGANIC COMPOUNDS,2006 IPCC default ,"NMVOC emission factor for fugitive emissions from oil operations - Oil production (heavy oil/cold bitumen, fugitives) ","Oil Production, Heavy Oil/Cold Bitumen ",Fugitives ,Developing country and country with economy in transition ,,,0.0029-0.048 ,Gg per 10^3 m^3 heavy oil production ,Equation 4.2.1 in Volume 2 of the 2006 IPCC Guidelines for National Greenhouse Gas Inventories ,Worksheet 1B.2 (sheet 1 of 2) ,"The factors presented in this table have been determined by setting the lower limit of the range for each category equal to at least the values published in Table 4.2.4 for North America. Otherwise, all presented values have been adapted from applicable data provided in the 1996 IPCC Guidelines and from limited measurement data available from more recent unpublished studies of natural gas systems in China, Romania and Uzbekistan. ","2006 IPCC Guidelines for National Greenhouse Gas Inventories, Volume 2, Chapter 4, Table 4.2.5 ",IPCC TFI TSU 
,,,,,,,,,,,,,,,,,
124818 ,1B2a6 - Other (please specify),1.B.2.a.ii - Flaring,METHANE,2006 IPCC default ,"Methane emission factor for fugitive emissions from oil operations - Oil production (heavy oil/cold bitumen, flaring) ","Oil Production, Heavy Oil/Cold Bitumen ",Flaring ,Developing country and country with economy in transition ,,,0.00014-0.00019 ,Gg per 10^3 m^3 heavy oil production ,Equation 4.2.1 in Volume 2 of the 2006 IPCC Guidelines for National Greenhouse Gas Inventories ,Worksheet 1B.2 (sheet 1 of 2) ,"The factors presented in this table have been determined by setting the lower limit of the range for each category equal to at least the values published in Table 4.2.4 for North America. Otherwise, all presented values have been adapted from applicable data provided in the 1996 IPCC Guidelines and from limited measurement data available from more recent unpublished studies of natural gas systems in China, Romania and Uzbekistan. ","2006 IPCC Guidelines for National Greenhouse Gas Inventories, Volume 2, Chapter 4, Table 4.2.5 ",IPCC TFI TSU 
,,,,,,,,,,,,,,,,,
124819 ,1B2a6 - Other (please specify),1.B.2.a.ii - Flaring,CARBON DIOXIDE,2006 IPCC default ,"Carbon dioxide emission factor for fugitive emissions from oil operations - Oil production (heavy oil/cold bitumen, flaring) ","Oil Production, Heavy Oil/Cold Bitumen ",Flaring ,Developing country and country with economy in transition ,Heavy Oil/Cold Bitumen ,,0.022-0.03 ,Gg per 10^3 m^3 heavy oil production ,Equation 4.2.1 in Volume 2 of the 2006 IPCC Guidelines for National Greenhouse Gas Inventories ,Worksheet 1B.2 (sheet 1 of 2) ,"The factors presented in this table have been determined by setting the lower limit of the range for each category equal to at least the values published in Table 4.2.4 for North America. Otherwise, all presented values have been adapted from applicable data provided in the 1996 IPCC Guidelines and from limited measurement data available from more recent unpublished studies of natural gas systems in China, Romania and Uzbekistan. ","2006 IPCC Guidelines for National Greenhouse Gas Inventories, Volume 2, Chapter 4, Table 4.2.5 ",IPCC TFI TSU 
,,,,,,,,,,,,,,,,,
124820 ,1B2a6 - Other (please specify),1.B.2.a.ii - Flaring,NON METHANE VOLATILE ORGANIC COMPOUNDS,2006 IPCC default ,"NMVOC emission factor for fugitive emissions from oil operations - Oil production (heavy oil/cold bitumen, flaring) ","Oil Production, Heavy Oil/Cold Bitumen ",Flaring ,Developing country and country with economy in transition ,,,0.000011-0.000015 ,Gg per 10^3 m^3 heavy oil production ,Equation 4.2.1 in Volume 2 of the 2006 IPCC Guidelines for National Greenhouse Gas Inventories ,Worksheet 1B.2 (sheet 1 of 2) ,"The factors presented in this table have been determined by setting the lower limit of the range for each category equal to at least the values published in Table 4.2.4 for North America. Otherwise, all presented values have been adapted from applicable data provided in the 1996 IPCC Guidelines and from limited measurement data available from more recent unpublished studies of natural gas systems in China, Romania and Uzbekistan. ","2006 IPCC Guidelines for National Greenhouse Gas Inventories, Volume 2, Chapter 4, Table 4.2.5 ",IPCC TFI TSU 
,,,,,,,,,,,,,,,,,
124821 ,1B2a6 - Other (please specify),1.B.2.a.ii - Flaring,NITROUS OXIDE,2006 IPCC default ,"Nitrous oxide emission factor for fugitive emissions from oil operations - Oil production (heavy oil/cold bitumen, flaring) ","Oil Production, Heavy Oil/Cold Bitumen ",Flaring ,Developing country and country with economy in transition ,,,0.00000046-0.00000063 ,Gg per 10^3 m^3 heavy oil production ,Equation 4.2.1 in Volume 2 of the 2006 IPCC Guidelines for National Greenhouse Gas Inventories ,Worksheet 1B.2 (sheet 1 of 2) ,"The factors presented in this table have been determined by setting the lower limit of the range for each category equal to at least the values published in Table 4.2.4 for North America. Otherwise, all presented values have been adapted from applicable data provided in the 1996 IPCC Guidelines and from limited measurement data available from more recent unpublished studies of natural gas systems in China, Romania and Uzbekistan. ","2006 IPCC Guidelines for National Greenhouse Gas Inventories, Volume 2, Chapter 4, Table 4.2.5 ",IPCC TFI TSU 
,,,,,,,,,,,,,,,,,
